fecha,estacion,SSC,NIR
2024-01-16,8,154.65819,0.04673584373132672
2024-01-16,9,115.400604,0.042099840103543
2024-01-16,10,152.52426,0.04648384384469496
2024-01-16,11,156.08083,0.04690384601758625
2024-01-16,12,160.4503,0.04741984511064032
2024-01-16,13,183.00902,0.05008384762363634
2024-01-16,14,171.96678,0.04877984832274049
2024-01-16,15,141.07555,0.04513184372187936
2024-01-16,16,136.9093,0.0446398432684064
2024-01-21,1,238.72836,0.056663851355340945
2024-01-21,2,197.13364,0.05175185109081505
2024-01-21,3,195.57553,0.05156785089242062
2024-01-21,4,182.39934,0.05001184934305466
2024-01-21,5,186.0575,0.05044384847389815
2024-01-21,6,137.99318,0.04476784073651567
2024-01-21,7,151.84683,0.04640384483666707
2024-01-21,8,174.2023,0.04904384516732444
2024-01-21,9,119.16039,0.04254384044364772
2024-01-21,10,137.34964,0.04469184386358967
2024-01-21,11,215.35674,0.053903851922182146
2024-01-21,12,182.70418,0.050047848483345495
2024-01-21,13,199.87724,0.0520758480771093
2024-01-21,14,212.85022,0.053607852167813344
2024-01-21,15,194.42387,0.05143184915410759
2024-01-21,16,212.95184,0.05361985266852307
2024-01-26,1,227.92325,0.05538785519096644
2024-01-26,2,234.62988,0.05617985399115255
2024-01-26,3,247.6706,0.05771985762838363
2024-01-26,4,225.95865,0.05515585180881391
2024-01-26,5,220.20042,0.05447585138368301
2024-01-26,6,202.68866,0.05240785405728403
2024-01-26,7,175.01526,0.049139849173002306
2024-01-26,8,184.1268,0.050215848407766675
2024-01-26,9,192.0867,0.05115584826605637
2024-01-26,11,252.07393,0.058239855313782035
2024-01-26,12,232.29271,0.05590385310310133
2024-01-26,13,307.21747,0.06475186171908767
2024-01-26,14,243.03012,0.057171854444625525
2024-01-26,15,279.23923,0.061447857694515114
2024-01-26,16,265.01303,0.05976785845030338
2024-02-10,1,238.4574,0.05663185316923281
2024-02-10,2,248.78836,0.05785185605067561
2024-02-10,3,253.0901,0.058359856778121826
2024-02-10,4,274.15845,0.060847858639250456
2024-02-10,5,251.80296,0.05820785594675472
2024-02-10,6,235.84927,0.05632385409507344
2024-02-10,7,228.16034,0.055415853603811065
2024-02-10,8,255.19016,0.05860785689149006
2024-02-10,9,256.545,0.058767852545707475
2024-02-10,10,282.38937,0.06181986376916337
2024-02-10,11,282.69418,0.061855859366696665
2024-02-10,12,210.54694,0.05333585341486399
2024-02-10,13,269.85672,0.060339859092723415
2024-02-10,14,271.7197,0.06055986197416622
2024-02-10,15,270.16156,0.06037585823301426
2024-02-10,16,304.77872,0.06446386505400344
2024-02-15,1,419.33362,0.07799187291420151
2024-02-15,2,411.6786,0.07708787691987935
2024-02-15,3,409.985,0.07688787644751169
2024-02-15,4,390.91507,0.07463587183720322
2024-02-15,5,427.97107,0.07901188595154925
2024-02-15,6,387.5279,0.0742358744352254
2024-02-15,7,390.91513,0.0746358789227183
2024-02-15,8,399.4169,0.07563986924862837
2024-02-15,9,426.31125,0.07881587462417247
2024-02-15,10,406.73328,0.07650387459583041
2024-02-15,11,422.38214,0.07835187848814003
2024-02-15,12,412.18668,0.07714787706158967
2024-02-15,13,447.549,0.08132388125621459
2024-02-15,14,440.30038,0.08046787781737795
2024-02-15,15,434.88086,0.07982787630580139
2024-02-15,16,442.84082,0.08076788324960617
2024-02-25,1,399.3492,0.07563187442577805
2024-02-25,2,419.6385,0.07802787677816907
2024-02-25,3,329.97946,0.0674398687762607
2024-02-25,4,416.6239,0.07767187688208994
2024-02-25,5,392.27,0.07479587811969325
2024-02-25,6,400.94116,0.07581987203559763
2024-02-25,7,336.8216,0.06824787021225842
2024-02-25,8,435.79544,0.07993588081218898
2024-02-25,9,364.86755,0.07155987024060047
2024-02-25,10,320.15656,0.06627986367468984
2024-02-25,11,313.55154,0.06549986419429427
2024-02-25,12,301.22217,0.06404386524295051
2024-02-25,13,377.0615,0.07299987718440526
2024-02-25,14,359.48187,0.0709238649595299
2024-02-25,15,337.87164,0.06837187144986172
2024-02-25,16,389.3909,0.07445587967850657
2024-03-01,1,495.4778,0.08698388517686627
2024-03-01,2,467.49957,0.08367988233321288
2024-03-01,3,446.56668,0.08120787720329997
2024-03-01,4,451.5797,0.08179987435019923
2024-03-01,5,449.81845,0.08159188495957714
2024-03-01,6,451.3765,0.08177587807245648
2024-03-01,7,476.27237,0.08471587911166537
2024-03-01,8,493.78427,0.08678389297093286
2024-03-01,9,531.3482,0.09121988951320151
2024-03-01,10,505.47003,0.08816388678291635
2024-03-01,11,495.91815,0.08703588695296871
2024-03-01,12,522.54156,0.09017989650424305
2024-03-01,13,568.3364,0.09558789699550543
2024-03-01,14,529.72235,0.09102788976828005
2024-03-01,15,525.7932,0.09056388890857088
2024-03-01,16,583.51105,0.09737990051936826
2024-03-06,1,117.53454,0.042351840698726266
2024-03-06,2,385.96982,0.07405187777958853
2024-03-06,3,206.92262,0.05290785051452648
2024-03-06,4,249.46582,0.057931858601461036
2024-03-06,5,335.56833,0.06809986915415482
2024-03-06,6,334.9925,0.06803186828499831
2024-03-06,7,312.2644,0.06534786336292718
2024-03-06,11,259.3903,0.05910385948006491
2024-03-06,12,220.57303,0.054519853613258416
