K;#¿NOMBRE?;Depth (m);Concentracion volumetrica total (ppm)
0;250;11.71198;799.7725
0;250;11.58768;856.5152
0;250;11.64806;849.8369
0;250;11.37182;903.5186
0;250;11.4939;833.4866
0;250;10.86988;771.89
0;250;10.6926;735.1502
0;250;10.19429;728.2073
0;250;9.48929;701.2089
0;250;9.20227;727.0255
0;250;8.33545;741.228
0;250;7.50758;722.8873
0;250;6.8369;697.2598
0;250;6.14539;693.5704
0;250;5.68569;649.618
0;250;5.7289;659.8802
0;250;4.57765;643.5147
0;250;3.91366;644.3547
0;250;3.3274;641.2033
0;250;2.74817;647.8076
0;250;2.1962;629.6002
0;250;1.70262;635.0494
0;250;1.7146;606.1407
0;250;0.47363;591.5813
0;250;0.1732;603.2277
0;250;0.23519;592.128
0;500;13.21833;399.7745
0;500;13.20747;410.7199
0;500;13.14761;483.0256
0;500;12.92146;412.7804
0;500;12.90964;390.0188
0;500;12.17734;379.0384
0;500;11.65427;383.3594
0;500;11.586;386.0817
0;500;10.23708;371.0848
0;500;9.69118;380.3391
0;500;9.15135;381.8827
0;500;8.6566;359.9427
0;500;8.694;357.0451
0;500;8.897;353.931
0;500;7.25545;366.1442
0;500;7.885;351.9861
0;500;6.24278;335.1645
0;500;5.60714;338.7797
0;500;5.46519;356.104
0;500;5.5936;327.1756
0;500;4.56169;356.3367
0;500;4.25467;348.1546
0;500;3.5937;312.3159
0;500;2.92676;348.3466
0;500;2.90267;330.1496
0;500;2.14116;303.1064
0;500;1.80414;345.1694
0;500;1.51457;306.8372
0;500;0.75381;314.0909
0;500;0.48116;307.7183
0;500;0.35215;300.3933
0;500;0.11911;358.1569
1;0;14.3068;367.0122
1;0;14.26525;303.5559
1;0;13.9774;303.3474
1;0;13.32727;303.9482
1;0;12.88348;309.4355
1;0;12.30859;279.393
1;0;12.7292;298.0322
1;0;11.55391;296.7449
1;0;11.10592;308.9116
1;0;11.10917;306.9323
1;0;10.18187;295.9442
1;0;9.88805;334.3086
1;0;9.6951;285.1683
1;0;9.90682;287.0999
1;0;8.91998;283.0832
1;0;8.7001;281.8153
1;0;7.1967;289.1947
1;0;6.29776;298.6505
1;0;5.77008;305.3887
1;0;4.96109;316.8801
1;0;4.1841;318.8121
1;0;3.38644;307.5784
