K;#¿NOMBRE?;Depth (m);Concentracion volumetrica total (ppm)
0;250;8.86374;1139.1296
0;250;8.70094;993.558
0;250;8.43654;906.1476
0;250;8.24463;1010.8056
0;250;8.29732;1086.8872
0;250;8.39922;940.3367
0;250;8.31771;986.402
0;250;7.78587;1012.5326
0;250;6.87119;1101.0754
0;250;5.83407;957.9976
0;250;4.8835;1053.4606
0;250;4.29258;1009.4001
0;250;3.87331;859.6369
0;250;3.38777;839.6635
0;250;2.92713;913.268
0;250;2.3711;813.8725
0;250;1.90486;939.0839
0;250;1.41172;946.9089
0;250;1.1988;896.5598
0;250;0.60086;873.5106
0;250;0.27066;842.3659
0;250;0.53281;819.4244
0;250;0.35238;816.8566
0;500;8.86374;369.0999
0;500;8.70094;332.762
0;500;8.43654;320.7146
0;500;8.24463;328.0394
0;500;8.29732;322.363
0;500;8.39922;300.3102
0;500;8.31771;322.905
0;500;7.78587;357.8874
0;500;6.87119;309.6727
0;500;5.83407;295.4133
0;500;4.8835;274.8683
0;500;4.29258;277.0183
0;500;3.87331;291.8158
0;500;3.38777;279.1115
0;500;2.92713;284.6233
0;500;2.3711;270.7419
0;500;1.90486;301.0805
0;500;1.41172;301.247
0;500;1.1988;300.0777
0;500;0.60086;303.0168
0;500;0.27066;345.5398
1;0;6.58839;334.6518
1;0;6.4541;340.6833
1;0;5.40437;366.135
1;0;4.98554;298.4861
1;0;4.85564;237.9115
1;0;4.85483;245.0555
1;0;4.5744;284.9725
1;0;4.23856;236.4544
1;0;3.84501;376.2653
1;0;3.47452;285.4748
1;0;3.23075;280.0272
1;0;3.4905;284.7272
1;0;2.9592;344.8418
1;0;2.90341;282.6547
1;0;3.10144;268.7303
1;0;3.2104;259.7447
1;0;3.22306;297.4843
1;0;2.79893;261.841
1;0;2.87666;257.4984
1;0;2.89683;261.1696
1;0;2.76775;250.91
1;0;2.87407;247.0884
1;0;2.9824;269.16
1;0;2.81275;257.6795
1;0;2.81245;272.8036
