K;#¿NOMBRE?;Depth (m);Concentracion volumetrica total (ppm)
0;250;15.651;1794.1486
0;250;15.633;1733.3466
0;250;15.571;1869.8837
0;250;15.494;2297.443
0;250;15.442;2088.7189
0;250;15.406;1599.8823
0;250;15.356;1711.4484
0;250;15.281;1538.869
0;250;15.196;2358.3097
0;250;15.141;2233.5664
0;250;15.155;2187.8806
0;250;15.148;1600.049
0;250;15.085;1153.2186
0;250;14.947;1179.0458
0;250;14.779;1458.4159
0;250;14.674;2321.5779
0;250;14.723;1732.1006
0;250;14.793;1276.9328
0;250;14.835;1222.2232
0;250;14.845;1196.3653
0;250;14.682;1146.1753
0;250;14.548;889.1296
0;250;14.492;831.5514
0;250;14.424;870.1079
0;250;14.336;717.3597
0;250;14.386;931.8975
0;250;14.414;928.7077
0;250;14.416;717.0429
0;250;14.271;767.7853
0;250;14.019;985.3789
0;250;13.923;889.4564
0;250;13.947;709.0115
0;250;13.98;829.7044
0;250;13.971;891.7226
0;250;13.927;693.0129
0;250;13.782;801.6967
0;250;13.514;783.8277
0;250;13.27;788.3972
0;250;13.117;627.6323
0;250;13.074;560.1899
0;250;12.716;551.6717
0;250;12.253;435.3852
0;250;11.806;474.0707
0;250;11.153;480.8671
0;250;10.709;477.0933
0;250;10.383;442.3952
0;250;9.813;468.4089
0;250;9.54;478.3967
0;250;9.115;436.2756
0;250;8.587;457.271
0;250;8.028;433.7779
0;250;7.878;404.6307
0;250;7.638;467.2893
0;250;7.456;438.1052
0;250;6.951;424.1183
0;250;6.194;376.6589
0;250;5.973;345.4892
0;250;5.349;319.3243
0;250;5.498;351.1667
0;250;5.289;314.5533
0;250;5.133;456.9953
0;250;4.793;377.2584
0;250;4.583;405.322
0;250;4.413;313.8833
0;250;4.623;304.493
0;250;4.389;335.2693
0;250;4.538;336.4245
0;250;4.133;347.0058
0;250;3.732;368.1678
0;250;3.711;309.2115
0;250;2.87;328.869
0;250;2.957;353.5263
0;250;2.498;309.1508
0;250;2.389;340.3782
0;250;1.94;303.7631
0;250;1.756;346.5329
0;250;1.279;293.2996
0;250;0.928;285.0779
0;250;1.097;284.4081
0;250;0.373;295.2887
0;500;14.684;1556.6608
0;500;14.672;1643.941
0;500;14.602;1084.473
0;500;14.439;880.6628
0;500;14.431;709.4013
0;500;14.562;844.749
0;500;14.542;655.7849
0;500;14.436;673.0375
0;500;14.123;689.4922
0;500;13.76;574.4451
0;500;13.478;470.3519
0;500;13.694;547.2675
0;500;13.585;466.2039
0;500;13.203;730.9231
0;500;13.728;593.6495
0;500;13.325;499.0018
0;500;12.82;560.2402
0;500;12.414;344.8265
0;500;11.867;309.1142
0;500;11.587;334.5289
0;500;11.187;330.4064
0;500;10.535;324.1358
0;500;9.963;277.8107
0;500;9.287;268.178
0;500;8.557;272.5596
0;500;8.161;302.3134
0;500;7.829;290.4416
0;500;7.079;268.4823
0;500;6.395;303.0437
0;500;6.439;304.3321
0;500;6.953;401.6246
0;500;7.23;218.1307
0;500;6.283;220.796
0;500;5.147;225.6384
0;500;4.495;224.6831
0;500;4.315;239.2553
0;500;4.078;179.6711
0;500;3.351;180.3049
0;500;2.748;135.5917
0;500;2.038;114.9603
0;500;1.71;105.3377
0;500;1.23;111.4958
1;0;13.429;578.0941
1;0;13.259;767.1124
1;0;13.149;404.4952
1;0;13.129;371.3848
1;0;13.153;301.8254
1;0;13.103;330.6207
1;0;13.143;417.5875
1;0;13.219;362.9826
1;0;13.403;454.7204
1;0;13.179;404.7703
1;0;12.774;363.4127
1;0;12.541;395.8948
1;0;12.712;461.7113
1;0;12.688;384.7256
1;0;12.434;456.4856
1;0;12.262;353.9708
1;0;12.135;265.7937
1;0;12.187;357.6854
1;0;11.976;431.5249
1;0;11.883;309.2375
1;0;12.319;232.7346
1;0;11.848;247.3264
1;0;11.053;282.6318
1;0;10.843;295.8837
1;0;10.626;248.4987
1;0;10.631;241.8338
1;0;10.228;251.1769
1;0;9.973;228.8238
1;0;9.709;206.3922
1;0;8.951;257.0011
1;0;7.846;232.6868
1;0;7.887;235.1411
1;0;8.082;207.8387
1;0;7.581;224.8121
1;0;7.381;182.4533
1;0;6.681;178.1635
1;0;6.193;201.5703
1;0;5.743;272.0954
1;0;5.247;257.6457
1;0;5.319;219.2444
1;0;4.913;189.1233
1;0;4.943;201.3195
1;0;4.337;168.8973
1;0;3.966;202.194
