K;#¿NOMBRE?;Depth (m);Concentracion volumetrica total (ppm)
0;250;9.211003744;340.4399
0;250;9.15418651;347.4539
0;250;9.005589109;352.3364
0;250;8.853576057;338.4059
0;250;8.833674551;355.6453
0;250;9.016701202;337.6604
0;250;8.808597896;345.2772
0;250;8.511012124;354.8176
0;250;8.635751139;340.0331
0;250;8.367473867;355.0161
0;250;8.32896838;353.1107
0;250;8.122561237;350.6275
0;250;7.823039055;351.905
0;250;7.77186678;338.6847
0;250;7.757944409;349.392
0;250;7.43470267;351.4011
0;250;7.180006638;343.7439
0;250;7.159290129;360.2315
0;250;6.798810928;369.418
0;250;6.778682499;345.5146
0;250;6.592728635;350.9527
0;250;6.328268682;347.0345
0;250;6.131536345;358.0296
0;250;5.612730784;354.2706
0;250;5.630298388;350.5029
0;250;5.096280458;338.5006
0;250;4.927825291;353.5218
0;250;4.771602847;372.0328
0;250;4.199412028;360.4142
0;250;3.915816783;388.0738
0;250;3.794454779;346.0249
0;250;3.226340766;364.4136
0;250;3.022624912;362.5831
0;250;2.569016542;363.4403
0;250;2.328644701;350.7237
0;250;2.094899434;370.9576
0;250;1.721007253;360.0959
0;250;1.40827263;358.5642
0;250;1.071479414;361.9013
0;250;0.879743776;356.9628
0;250;0.594905282;363.2546
0;250;0.545208649;339.2281
0;250;0.588591725;355.0224
0;250;0.544667051;355.5138
1;0;12.30689449;289.9787
1;0;12.28184291;262.2233
1;0;12.21390153;280.3605
1;0;12.20445162;469.4307
1;0;12.25420642;307.5012
1;0;12.42402122;336.5353
1;0;12.47654968;386.4184
1;0;12.43460321;317.5149
1;0;12.40860897;271.7361
1;0;12.31767638;495.4289
1;0;12.25553586;2209.2411
1;0;12.23192179;312.3364
1;0;11.31596091;491.6737
1;0;11.41570701;332.8997
1;0;10.91793715;530.7942
1;0;10.56036307;459.3277
1;0;10.54521526;340.4487
1;0;9.629787253;853.1711
1;0;9.674979168;342.8269
1;0;9.345091395;1582.1637
1;0;8.848151542;739.7935
1;0;8.472532373;1000.2069
1;0;8.088876723;539.1529
1;0;7.893978758;307.3071
1;0;7.534804781;701.7162
1;0;7.149173737;337.8424
1;0;6.66878397;256.0699
1;0;6.343144287;286.8962
1;0;5.913044973;269.7428
1;0;5.541987243;305.1203
1;0;5.180618833;234.0105
1;0;4.823423506;236.0545
1;0;4.415451928;254.3805
1;0;3.901469316;226.4393
1;0;3.572931819;277.3291
1;0;3.382021922;243.6774
1;0;3.129235178;213.5131
1;0;2.837024672;225.0674
1;0;2.326008825;201.7299
1;0;2.00529143;263.93
1;0;1.849679181;230.5464
1;0;1.441985962;256.6489
