K;#¿NOMBRE?;Depth (m);Concentracion volumetrica total (ppm)
0;250;11.43316619;239.5297
0;250;11.10344698;245.9351
0;250;10.77017919;239.0023
0;250;10.72576081;242.2045
0;250;10.63693114;207.1301
0;250;10.65416236;225.0053
0;250;10.73256701;208.547
0;250;10.72188701;214.6782
0;250;10.39243713;207.7953
0;250;10.37313073;194.8484
0;250;10.46580033;188.9708
0;250;10.47104363;192.4706
0;250;10.53370611;174.5211
0;250;10.3227344;202.0396
0;250;10.04605733;188.236
0;250;9.650876608;187.8141
0;250;9.444479855;176.0908
0;250;9.458250736;188.663
0;250;9.419242799;183.695
0;250;9.56832336;214.9419
0;250;9.590473309;193.9331
0;250;9.04817455;182.8612
0;250;8.434404016;166.4224
0;250;8.05822001;177.9054
0;250;8.015051529;178.6608
0;250;8.151394954;178.7735
0;250;8.618789039;192.5227
0;250;8.738008639;191.1833
0;250;8.109941147;180.5884
0;250;7.181221013;178.7961
0;250;7.050814715;183.8891
0;250;7.542485234;189.1937
0;250;7.947170103;183.8016
0;250;8.15425892;184.4877
0;250;8.051311743;183.5891
0;250;7.55921909;176.1784
0;250;6.9552097;174.6119
0;250;6.718010444;169.7506
0;250;6.781684229;211.9204
0;250;7.180800647;185.0373
0;250;7.550654178;195.0397
0;250;7.534148874;190.6338
0;250;7.148444477;183.2621
0;250;6.849351198;176.82
0;250;6.750306904;174.5916
0;250;6.815861521;168.489
0;250;6.916296252;179.5272
0;250;7.16497312;188.881
0;250;7.060989381;179.6529
0;250;6.552821989;180.4705
0;250;6.026912026;180.8469
0;250;5.928501939;194.0307
0;250;6.141189723;187.8163
0;250;6.289501;173.7416
0;250;6.222824617;187.929
0;250;5.929769735;174.0212
0;250;5.575438594;184.525
0;250;5.133291457;188.9169
0;250;5.374541014;194.367
0;250;5.580164658;177.6447
0;250;5.541289855;175.4079
0;250;5.224129989;176.0593
0;250;4.955783096;204.9054
0;250;4.802943711;171.8745
0;250;4.668730251;173.8692
0;250;4.431080641;179.0721
0;250;4.466569386;175.2348
0;250;4.209503786;170.1667
0;250;3.698469673;178.376
0;250;3.867543303;179.9068
0;250;3.798059183;184.5251
0;250;3.486185798;166.9109
0;250;3.291161021;171.4769
0;250;2.982085947;181.5699
0;250;2.711277665;182.887
0;250;2.958454591;186.7467
0;250;2.992257921;185.2346
0;250;2.873696753;187.3335
0;250;2.195723284;191.1146
0;250;1.956746673;176.4719
0;250;2.020294829;188.8421
0;250;2.003964715;187.9558
0;250;1.811290589;167.4035
0;250;1.535158658;169.1552
0;250;1.140902076;175.945
1;0;13.46635645;480.6595
1;0;12.73686476;466.2821
1;0;11.51109491;474.5206
1;0;10.22668353;442.7848
1;0;9.739827632;516.2927
1;0;9.958937506;457.4405
1;0;10.24147128;468.151
1;0;10.15551233;457.4757
1;0;10.01058802;532.1891
1;0;9.62462334;465.6909
1;0;8.908399309;491.9723
1;0;8.26415479;427.832
1;0;8.261500794;448.1877
1;0;8.633772703;464.1086
1;0;8.299887193;446.1957
1;0;7.622434631;437.867
1;0;7.38976259;429.5321
1;0;7.549488195;469.8647
1;0;7.55869492;485.3058
1;0;7.136173113;444.1652
1;0;6.834512031;472.7068
1;0;6.74064189;424.2811
1;0;6.914608783;478.6886
1;0;7.156039019;448.4177
1;0;6.851177212;461.1085
1;0;6.6552825;439.4922
1;0;6.530265218;436.5576
1;0;6.368944375;455.1864
1;0;6.70874829;460.0209
1;0;6.849016608;446.9907
1;0;6.581711601;502.2876
1;0;6.141051151;459.2003
1;0;5.947537064;439.4673
1;0;5.792331602;438.2923
1;0;5.828692603;423.6037
1;0;5.392638032;428.8583
1;0;5.021360107;393.5619
1;0;5.020601888;407.2673
1;0;4.396974721;387.838
1;0;4.238391824;400.1772
1;0;4.072072751;413.3958
1;0;3.732224826;412.705
1;0;3.47127541;424.5121
1;0;2.792579026;389.1005
1;0;2.496136391;393.6601
1;0;2.329162221;391.1978
1;0;2.218625271;396.2273
1;0;1.852555137;413.9235
1;0;1.444302504;380.0585
1;0;1.278009907;406.2147
1;0;1.115399371;396.2336
1;0;0.896780233;399.8706
1;900;14.82512283;731.0442
1;900;14.75274684;775.5327
1;900;14.83067815;720.3234
1;900;14.73392919;760.2239
1;900;14.48870019;684.1506
1;900;14.2626754;681.9824
1;900;14.11597311;716.9476
1;900;13.82862365;693.1859
1;900;13.25777282;684.4953
1;900;12.99003799;706.4472
1;900;12.3707518;746.9658
1;900;11.98773452;757.4008
1;900;11.21045102;803.5841
1;900;10.87829816;710.0806
1;900;10.57805721;714.4699
1;900;9.993606018;739.6214
1;900;9.769677051;784.3302
1;900;9.268956021;709.9166
1;900;9.119644382;706.0838
1;900;8.718043303;750.4813
1;900;8.577662776;704.8491
1;900;8.65806021;738.0605
1;900;8.759283904;698.7869
1;900;8.568843908;687.1942
1;900;8.298572579;680.2021
1;900;8.062550678;648.3369
1;900;7.739402595;668.6544
1;900;7.787593583;696.9196
1;900;7.491549848;654.8186
1;900;7.681572454;695.352
1;900;7.346034855;663.232
1;900;7.600377424;691.9109
1;900;7.126783725;717.2711
1;900;7.351074225;683.4221
1;900;6.757036255;659.7892
1;900;6.872367413;622.6703
1;900;6.53463278;682.0231
1;900;6.224836118;669.8224
1;900;6.086190782;653.6164
1;900;5.695406568;640.4015
1;900;5.42647243;661.2482
1;900;5.215718001;600.3614
1;900;4.908146551;605.4271
1;900;4.682398036;649.1562
1;900;4.495211094;585.5901
1;900;4.287333119;631.7338
1;900;4.214750854;575.5426
1;900;3.565748166;588.9428
1;900;3.626099693;586.1384
1;900;2.843476425;654.5495
1;900;2.903901836;622.7109
1;900;2.821118365;605.8512
1;900;2.480152004;641.0127
1;900;2.403579817;631.3524
1;900;1.886577243;582.1219
1;900;1.786680875;585.9033
1;900;1.49777998;596.4728
1;900;1.597452931;581.1733
1;900;1.017083985;688.9996
1;900;0.947638639;630.8478
1;900;0.939764743;659.7027
1;900;0.612929384;629.8276
3;500;14.82512283;505.4325
3;500;14.75274684;484.831
3;500;14.83067815;492.3156
3;500;14.73392919;482.8105
3;500;14.48870019;501.9243
3;500;14.2626754;501.0088
3;500;14.11597311;521.2912
3;500;13.82862365;507.3046
3;500;13.25777282;482.1199
3;500;12.99003799;498.9556
3;500;12.3707518;487.0046
3;500;11.98773452;493.2413
3;500;11.21045102;514.1911
3;500;10.87829816;515.9523
3;500;10.57805721;494.4311
3;500;9.993606018;510.8336
3;500;9.769677051;531.467
3;500;9.268956021;519.5232
3;500;9.119644382;534.2662
3;500;8.718043303;500.2554
3;500;8.577662776;561.2628
3;500;8.65806021;483.3464
3;500;8.759283904;557.8277
3;500;8.568843908;518.4254
3;500;8.298572579;507.2564
3;500;8.062550678;536.3033
3;500;7.739402595;500.8151
3;500;7.787593583;508.765
3;500;7.491549848;501.6742
3;500;7.681572454;536.7985
3;500;7.346034855;497.0517
3;500;7.600377424;547.8233
3;500;7.126783725;545.3398
3;500;7.351074225;537.0517
3;500;6.757036255;527.8759
3;500;6.872367413;509.5603
3;500;6.53463278;549.8042
3;500;6.224836118;535.678
3;500;6.086190782;519.5972
3;500;5.695406568;527.4829
3;500;5.42647243;579.7738
3;500;5.215718001;523.4552
3;500;4.908146551;587.0839
3;500;4.682398036;569.8228
3;500;4.495211094;563.4624
3;500;4.287333119;554.4402
3;500;4.214750854;542.5765
3;500;3.565748166;561.289
3;500;3.626099693;570.005
3;500;2.843476425;563.4235
3;500;2.903901836;586.0034
3;500;2.821118365;591.9315
3;500;2.480152004;595.0698
3;500;2.403579817;592.2141
3;500;1.886577243;601.8359
3;500;1.786680875;611.9644
3;500;1.49777998;592.9531
3;500;1.597452931;583.1575
3;500;1.017083985;614.3561
3;500;0.947638639;562.0191
3;500;0.939764743;578.9075
5;500;16.36507595;381.1751
5;500;16.34986597;384.1276
5;500;16.31689521;383.0402
5;500;16.07354571;367.6701
5;500;15.95704778;377.4124
5;500;15.78301752;385.3847
5;500;15.5549406;401.7058
5;500;15.03096079;384.9957
5;500;14.79424508;369.7351
5;500;14.84870171;414.8605
5;500;14.57524716;399.6272
5;500;14.14994313;403.1184
5;500;13.84288716;409.8501
5;500;13.31150638;438.6714
5;500;13.06293635;424.2061
5;500;12.85762814;413.1599
5;500;12.43403197;406.4295
5;500;12.32068353;404.2853
5;500;11.75117871;444.5071
5;500;11.53418075;397.1586
5;500;11.25161816;435.8481
5;500;11.25243493;426.196
5;500;10.76695187;455.0901
5;500;10.54650411;422.3732
5;500;9.895931866;462.3713
5;500;9.251560673;469.0715
5;500;8.841727563;443.7935
5;500;8.610695016;462.4721
5;500;7.944000654;414.7161
5;500;8.050562016;399.2195
5;500;7.910651567;454.0671
5;500;7.516239477;443.4635
5;500;7.096807546;417.8887
5;500;7.092693832;431.5906
5;500;6.5397473;420.7702
5;500;6.437800077;436.2677
5;500;6.04379564;485.9276
5;500;5.651825381;445.0877
5;500;5.503436992;449.6998
5;500;5.387531206;470.9484
5;500;4.725843593;461.0077
5;500;4.792688786;458.0467
5;500;4.664245226;476.1676
5;500;4.15550269;525.8246
5;500;4.020320679;500.8433
5;500;3.746958094;501.226
5;500;3.20525788;494.9536
5;500;3.052671453;547.3937
5;500;2.858887544;499.8153
5;500;2.274192302;497.6025
5;500;2.143902539;541.1078
5;500;1.810749468;510.8647
5;500;1.614959673;525.2474
5;500;1.366443127;550.9293
7;900;16.17209367;451.8336
7;900;16.16007514;560.8819
7;900;16.08196279;424.1019
7;900;15.99616561;377.7758
7;900;15.96955186;423.7354
7;900;16.0600052;393.2421
7;900;16.10455836;369.3257
7;900;16.08060178;347.4348
7;900;16.0268562;377.6822
7;900;15.98787024;393.2076
7;900;16.05847687;400.2504
7;900;16.12592861;359.7353
7;900;15.66344889;362.7106
7;900;15.52487569;357.1565
7;900;15.41988658;373.9838
7;900;15.3897184;353.9349
7;900;15.11032938;333.4697
7;900;14.71340013;310.4625
7;900;14.25249266;320.5002
7;900;13.80767453;334.7553
7;900;13.39748625;332.9728
7;900;12.89163518;341.4949
7;900;12.39257533;363.1572
7;900;11.83521266;365.3963
7;900;11.22721313;353.1475
7;900;10.69966184;339.5034
7;900;10.05997755;369.3521
7;900;9.669328374;386.9147
7;900;9.198806232;392.8243
7;900;8.715522226;391.2321
7;900;8.593581549;373.7005
7;900;7.944043485;380.2118
7;900;7.954187237;361.7935
7;900;7.353971714;376.7538
7;900;7.10856837;377.7443
7;900;6.650792654;389.3846
7;900;6.251960394;365.3759
7;900;5.914492529;376.1075
7;900;5.430004993;365.4888
7;900;5.202609412;414.9331
7;900;4.786481429;402.2178
7;900;4.532365296;413.5614
7;900;3.909011514;404.1345
7;900;3.758463993;380.4084
7;900;3.066730176;400.1501
7;900;3.030918105;411.248
7;900;2.401447165;428.3368
7;900;2.3600071;436.9125
7;900;1.636365702;419.6935
7;900;1.53950207;406.7647
7;900;0.927743871;488.8118
7;900;0.868949132;439.4167
11;200;13.28277316;383.404
11;200;13.09586486;339.1081
11;200;12.89387472;364.8316
11;200;12.75630952;364.6054
11;200;12.55882699;360.5015
11;200;12.36519598;349.618
11;200;12.13362687;396.5603
11;200;12.11281909;340.2185
11;200;11.8435287;354.1924
11;200;11.62541689;345.9293
11;200;11.42844349;300.3317
11;200;11.13040584;332.7221
11;200;10.70269819;311.4936
11;200;10.55151135;337.2239
11;200;10.21890941;294.8794
11;200;9.604603888;305.4377
11;200;9.570914208;326.5506
11;200;8.959921139;315.7623
11;200;8.722946038;319.2569
11;200;8.282918999;318.267
11;200;7.737230069;350.1351
11;200;7.572533931;328.2679
